sAMAccountName,firstName,lastName,displayName,groups,userPrincipalName,password,ou,description
Genki.Lamparter,Genki,Lamparter,Genki Lamparter,BulkUsers,Genki.Lamparter@cloudoperations.com,Welcome6492,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Rafols.Cooley,Rafols,Cooley,Rafols Cooley,BulkUsers,Rafols.Cooley@cloudoperations.com,Welcome6493,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Bedir.Swen,Bedir,Swen,Bedir Swen,BulkUsers,Bedir.Swen@cloudoperations.com,Welcome6494,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Collette.Czaja,Collette,Czaja,Collette Czaja,BulkUsers,Collette.Czaja@cloudoperations.com,Welcome6495,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Oscal.Kranzdorf,Oscal,Kranzdorf,Oscal Kranzdorf,BulkUsers,Oscal.Kranzdorf@cloudoperations.com,Welcome6496,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Tzu.Lorin,Tzu,Lorin,Tzu Lorin,BulkUsers,Tzu.Lorin@cloudoperations.com,Welcome6497,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Perla.Douceur,Perla,Douceur,Perla Douceur,BulkUsers,Perla.Douceur@cloudoperations.com,Welcome6498,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Aran.Legleitner,Aran,Legleitner,Aran Legleitner,BulkUsers,Aran.Legleitner@cloudoperations.com,Welcome6499,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Elvis.Servieres,Elvis,Servieres,Elvis Servieres,BulkUsers,Elvis.Servieres@cloudoperations.com,Welcome6500,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Fayez.Veldwijk,Fayez,Veldwijk,Fayez Veldwijk,BulkUsers,Fayez.Veldwijk@cloudoperations.com,Welcome6501,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Brigham.Honiden,Brigham,Honiden,Brigham Honiden,BulkUsers,Brigham.Honiden@cloudoperations.com,Welcome6502,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Sumali.Ramsay,Sumali,Ramsay,Sumali Ramsay,BulkUsers,Sumali.Ramsay@cloudoperations.com,Welcome6503,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Mong.Cromarty,Mong,Cromarty,Mong Cromarty,BulkUsers,Mong.Cromarty@cloudoperations.com,Welcome6504,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Tzvetan.Huttel,Tzvetan,Huttel,Tzvetan Huttel,BulkUsers,Tzvetan.Huttel@cloudoperations.com,Welcome6505,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Yuichiro.Lalonde,Yuichiro,Lalonde,Yuichiro Lalonde,BulkUsers,Yuichiro.Lalonde@cloudoperations.com,Welcome6506,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Yongmao.Gecsel,Yongmao,Gecsel,Yongmao Gecsel,BulkUsers,Yongmao.Gecsel@cloudoperations.com,Welcome6507,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Kwok.Haddadi,Kwok,Haddadi,Kwok Haddadi,BulkUsers,Kwok.Haddadi@cloudoperations.com,Welcome6508,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Girolamo.Bain,Girolamo,Bain,Girolamo Bain,BulkUsers,Girolamo.Bain@cloudoperations.com,Welcome6509,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Mototsugu.Vecchio,Mototsugu,Vecchio,Mototsugu Vecchio,BulkUsers,Mototsugu.Vecchio@cloudoperations.com,Welcome6510,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Visit.McFarlin,Visit,McFarlin,Visit McFarlin,BulkUsers,Visit.McFarlin@cloudoperations.com,Welcome6511,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Huei.Aloia,Huei,Aloia,Huei Aloia,BulkUsers,Huei.Aloia@cloudoperations.com,Welcome6512,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Toney.Auria,Toney,Auria,Toney Auria,BulkUsers,Toney.Auria@cloudoperations.com,Welcome6513,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Przemyslawa.Luiz,Przemyslawa,Luiz,Przemyslawa Luiz,BulkUsers,Przemyslawa.Luiz@cloudoperations.com,Welcome6514,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Moss.Trelles,Moss,Trelles,Moss Trelles,BulkUsers,Moss.Trelles@cloudoperations.com,Welcome6515,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Persi.Porenta,Persi,Porenta,Persi Porenta,BulkUsers,Persi.Porenta@cloudoperations.com,Welcome6516,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Marko.Alpin,Marko,Alpin,Marko Alpin,BulkUsers,Marko.Alpin@cloudoperations.com,Welcome6517,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Uma.Pepe,Uma,Pepe,Uma Pepe,BulkUsers,Uma.Pepe@cloudoperations.com,Welcome6518,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Jeane.Denny,Jeane,Denny,Jeane Denny,BulkUsers,Jeane.Denny@cloudoperations.com,Welcome6519,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Persi.Montresor,Persi,Montresor,Persi Montresor,BulkUsers,Persi.Montresor@cloudoperations.com,Welcome6520,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Vasilii.Kamble,Vasilii,Kamble,Vasilii Kamble,BulkUsers,Vasilii.Kamble@cloudoperations.com,Welcome6521,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Jongsuk.Luks,Jongsuk,Luks,Jongsuk Luks,BulkUsers,Jongsuk.Luks@cloudoperations.com,Welcome6522,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Reinhold.Rebaine,Reinhold,Rebaine,Reinhold Rebaine,BulkUsers,Reinhold.Rebaine@cloudoperations.com,Welcome6523,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Ashish.Navazio,Ashish,Navazio,Ashish Navazio,BulkUsers,Ashish.Navazio@cloudoperations.com,Welcome6524,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Zhaofang.Sridhar,Zhaofang,Sridhar,Zhaofang Sridhar,BulkUsers,Zhaofang.Sridhar@cloudoperations.com,Welcome6525,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Saeko.Coorg,Saeko,Coorg,Saeko Coorg,BulkUsers,Saeko.Coorg@cloudoperations.com,Welcome6526,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Saeko.Czaja,Saeko,Czaja,Saeko Czaja,BulkUsers,Saeko.Czaja@cloudoperations.com,Welcome6527,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Gaurav.Swick,Gaurav,Swick,Gaurav Swick,BulkUsers,Gaurav.Swick@cloudoperations.com,Welcome6528,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Heon.Staudhammer,Heon,Staudhammer,Heon Staudhammer,BulkUsers,Heon.Staudhammer@cloudoperations.com,Welcome6529,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Martina.Ozeri,Martina,Ozeri,Martina Ozeri,BulkUsers,Martina.Ozeri@cloudoperations.com,Welcome6530,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Shounak.Ponthieu,Shounak,Ponthieu,Shounak Ponthieu,BulkUsers,Shounak.Ponthieu@cloudoperations.com,Welcome6531,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Foong.Jansen,Foong,Jansen,Foong Jansen,BulkUsers,Foong.Jansen@cloudoperations.com,Welcome6532,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Sanjeeva.Bondorf,Sanjeeva,Bondorf,Sanjeeva Bondorf,BulkUsers,Sanjeeva.Bondorf@cloudoperations.com,Welcome6533,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Kwok.Prochazka,Kwok,Prochazka,Kwok Prochazka,BulkUsers,Kwok.Prochazka@cloudoperations.com,Welcome6534,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Bluma.Bhattacharjee,Bluma,Bhattacharjee,Bluma Bhattacharjee,BulkUsers,Bluma.Bhattacharjee@cloudoperations.com,Welcome6535,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Arvind.Meszaros,Arvind,Meszaros,Arvind Meszaros,BulkUsers,Arvind.Meszaros@cloudoperations.com,Welcome6536,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Weidon.Seiwald,Weidon,Seiwald,Weidon Seiwald,BulkUsers,Weidon.Seiwald@cloudoperations.com,Welcome6537,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Radhakrishnan.Perng,Radhakrishnan,Perng,Radhakrishnan Perng,BulkUsers,Radhakrishnan.Perng@cloudoperations.com,Welcome6538,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Gretta.Fetvedt,Gretta,Fetvedt,Gretta Fetvedt,BulkUsers,Gretta.Fetvedt@cloudoperations.com,Welcome6539,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Zengping.Hashii,Zengping,Hashii,Zengping Hashii,BulkUsers,Zengping.Hashii@cloudoperations.com,Welcome6540,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Xiaoshan.Morris,Xiaoshan,Morris,Xiaoshan Morris,BulkUsers,Xiaoshan.Morris@cloudoperations.com,Welcome6541,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Moti.Thisen,Moti,Thisen,Moti Thisen,BulkUsers,Moti.Thisen@cloudoperations.com,Welcome6542,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Atreyi.Suessmith,Atreyi,Suessmith,Atreyi Suessmith,BulkUsers,Atreyi.Suessmith@cloudoperations.com,Welcome6543,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Xiaoshan.Schaap,Xiaoshan,Schaap,Xiaoshan Schaap,BulkUsers,Xiaoshan.Schaap@cloudoperations.com,Welcome6544,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Aron.Herber,Aron,Herber,Aron Herber,BulkUsers,Aron.Herber@cloudoperations.com,Welcome6545,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Sangeeta.Lanphier,Sangeeta,Lanphier,Sangeeta Lanphier,BulkUsers,Sangeeta.Lanphier@cloudoperations.com,Welcome6546,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Qunsheng.Ladret,Qunsheng,Ladret,Qunsheng Ladret,BulkUsers,Qunsheng.Ladret@cloudoperations.com,Welcome6547,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Ortrun.Baak,Ortrun,Baak,Ortrun Baak,BulkUsers,Ortrun.Baak@cloudoperations.com,Welcome6548,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Olivera.Thibadeau,Olivera,Thibadeau,Olivera Thibadeau,BulkUsers,Olivera.Thibadeau@cloudoperations.com,Welcome6549,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Huican.Vilarrasa,Huican,Vilarrasa,Huican Vilarrasa,BulkUsers,Huican.Vilarrasa@cloudoperations.com,Welcome6550,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Sadegh.Ranon,Sadegh,Ranon,Sadegh Ranon,BulkUsers,Sadegh.Ranon@cloudoperations.com,Welcome6551,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Susanna.Range,Susanna,Range,Susanna Range,BulkUsers,Susanna.Range@cloudoperations.com,Welcome6552,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Jianhao.Halevi,Jianhao,Halevi,Jianhao Halevi,BulkUsers,Jianhao.Halevi@cloudoperations.com,Welcome6553,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Weicheng.Taubman,Weicheng,Taubman,Weicheng Taubman,BulkUsers,Weicheng.Taubman@cloudoperations.com,Welcome6554,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Remmert.Matzen,Remmert,Matzen,Remmert Matzen,BulkUsers,Remmert.Matzen@cloudoperations.com,Welcome6555,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Mostafa.Hiltgen,Mostafa,Hiltgen,Mostafa Hiltgen,BulkUsers,Mostafa.Hiltgen@cloudoperations.com,Welcome6556,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Fan.Majewski,Fan,Majewski,Fan Majewski,BulkUsers,Fan.Majewski@cloudoperations.com,Welcome6557,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Jiong.Eppinger,Jiong,Eppinger,Jiong Eppinger,BulkUsers,Jiong.Eppinger@cloudoperations.com,Welcome6558,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Weijing.Kruskal,Weijing,Kruskal,Weijing Kruskal,BulkUsers,Weijing.Kruskal@cloudoperations.com,Welcome6559,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Mitchel.Oberman,Mitchel,Oberman,Mitchel Oberman,BulkUsers,Mitchel.Oberman@cloudoperations.com,Welcome6560,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Zorica.Swan,Zorica,Swan,Zorica Swan,BulkUsers,Zorica.Swan@cloudoperations.com,Welcome6561,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Ayakannu.Lueh,Ayakannu,Lueh,Ayakannu Lueh,BulkUsers,Ayakannu.Lueh@cloudoperations.com,Welcome6562,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Kristine.Chinal,Kristine,Chinal,Kristine Chinal,BulkUsers,Kristine.Chinal@cloudoperations.com,Welcome6563,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Xiaopeng.Rusterholz,Xiaopeng,Rusterholz,Xiaopeng Rusterholz,BulkUsers,Xiaopeng.Rusterholz@cloudoperations.com,Welcome6564,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Petter.Ramsey,Petter,Ramsey,Petter Ramsey,BulkUsers,Petter.Ramsey@cloudoperations.com,Welcome6565,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Jovan.Haraldson,Jovan,Haraldson,Jovan Haraldson,BulkUsers,Jovan.Haraldson@cloudoperations.com,Welcome6566,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Hein.Senzako,Hein,Senzako,Hein Senzako,BulkUsers,Hein.Senzako@cloudoperations.com,Welcome6567,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Rafols.Gulik,Rafols,Gulik,Rafols Gulik,BulkUsers,Rafols.Gulik@cloudoperations.com,Welcome6568,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Henk.Cyre,Henk,Cyre,Henk Cyre,BulkUsers,Henk.Cyre@cloudoperations.com,Welcome6569,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Uta.Matzen,Uta,Matzen,Uta Matzen,BulkUsers,Uta.Matzen@cloudoperations.com,Welcome6570,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Francoise.Fiutem,Francoise,Fiutem,Francoise Fiutem,BulkUsers,Francoise.Fiutem@cloudoperations.com,Welcome6571,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Matt.Aamodt,Matt,Aamodt,Matt Aamodt,BulkUsers,Matt.Aamodt@cloudoperations.com,Welcome6572,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Uinam.Swick,Uinam,Swick,Uinam Swick,BulkUsers,Uinam.Swick@cloudoperations.com,Welcome6573,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Nevio.Penz,Nevio,Penz,Nevio Penz,BulkUsers,Nevio.Penz@cloudoperations.com,Welcome6574,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Ashish.Rothe,Ashish,Rothe,Ashish Rothe,BulkUsers,Ashish.Rothe@cloudoperations.com,Welcome6575,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Zhensheng.Beidas,Zhensheng,Beidas,Zhensheng Beidas,BulkUsers,Zhensheng.Beidas@cloudoperations.com,Welcome6576,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Lidong.McFarlan,Lidong,McFarlan,Lidong McFarlan,BulkUsers,Lidong.McFarlan@cloudoperations.com,Welcome6577,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Krassimir.Luef,Krassimir,Luef,Krassimir Luef,BulkUsers,Krassimir.Luef@cloudoperations.com,Welcome6578,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Youssef.Rijckaert,Youssef,Rijckaert,Youssef Rijckaert,BulkUsers,Youssef.Rijckaert@cloudoperations.com,Welcome6579,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Masaru.Valiente,Masaru,Valiente,Masaru Valiente,BulkUsers,Masaru.Valiente@cloudoperations.com,Welcome6580,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Jolita.Perez,Jolita,Perez,Jolita Perez,BulkUsers,Jolita.Perez@cloudoperations.com,Welcome6581,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Sanjiv.McFarlin,Sanjiv,McFarlin,Sanjiv McFarlin,BulkUsers,Sanjiv.McFarlin@cloudoperations.com,Welcome6582,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Roddy.Mikschl,Roddy,Mikschl,Roddy Mikschl,BulkUsers,Roddy.Mikschl@cloudoperations.com,Welcome6583,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Toney.Einsfeld,Toney,Einsfeld,Toney Einsfeld,BulkUsers,Toney.Einsfeld@cloudoperations.com,Welcome6584,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Renny.Stentiford,Renny,Stentiford,Renny Stentiford,BulkUsers,Renny.Stentiford@cloudoperations.com,Welcome6585,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Uno.Peyn,Uno,Peyn,Uno Peyn,BulkUsers,Uno.Peyn@cloudoperations.com,Welcome6586,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Gao.Yetto,Gao,Yetto,Gao Yetto,BulkUsers,Gao.Yetto@cloudoperations.com,Welcome6587,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Persi.Rubsam,Persi,Rubsam,Persi Rubsam,BulkUsers,Persi.Rubsam@cloudoperations.com,Welcome6588,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Shaibal.Koblick,Shaibal,Koblick,Shaibal Koblick,BulkUsers,Shaibal.Koblick@cloudoperations.com,Welcome6589,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Woody.Brodal,Woody,Brodal,Woody Brodal,BulkUsers,Woody.Brodal@cloudoperations.com,Welcome6590,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Gregory.Pulkowski,Gregory,Pulkowski,Gregory Pulkowski,BulkUsers,Gregory.Pulkowski@cloudoperations.com,Welcome6591,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Sugwoo.Brookner,Sugwoo,Brookner,Sugwoo Brookner,BulkUsers,Sugwoo.Brookner@cloudoperations.com,Welcome6592,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Tiina.Skafidas,Tiina,Skafidas,Tiina Skafidas,BulkUsers,Tiina.Skafidas@cloudoperations.com,Welcome6593,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Kazuhira.Azulay,Kazuhira,Azulay,Kazuhira Azulay,BulkUsers,Kazuhira.Azulay@cloudoperations.com,Welcome6594,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Venkatesan.Oaver,Venkatesan,Oaver,Venkatesan Oaver,BulkUsers,Venkatesan.Oaver@cloudoperations.com,Welcome6595,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Valeri.Wrigley,Valeri,Wrigley,Valeri Wrigley,BulkUsers,Valeri.Wrigley@cloudoperations.com,Welcome6596,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Youpyo.Horswill,Youpyo,Horswill,Youpyo Horswill,BulkUsers,Youpyo.Horswill@cloudoperations.com,Welcome6597,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Sivanarayana.Hiltgen,Sivanarayana,Hiltgen,Sivanarayana Hiltgen,BulkUsers,Sivanarayana.Hiltgen@cloudoperations.com,Welcome6598,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Eckart.Asmuth,Eckart,Asmuth,Eckart Asmuth,BulkUsers,Eckart.Asmuth@cloudoperations.com,Welcome6599,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Vitali.Reinhard,Vitali,Reinhard,Vitali Reinhard,BulkUsers,Vitali.Reinhard@cloudoperations.com,Welcome6600,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Margo.Anily,Margo,Anily,Margo Anily,BulkUsers,Margo.Anily@cloudoperations.com,Welcome6601,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Zorica.Hinsberger,Zorica,Hinsberger,Zorica Hinsberger,BulkUsers,Zorica.Hinsberger@cloudoperations.com,Welcome6602,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Adil.Wegerle,Adil,Wegerle,Adil Wegerle,BulkUsers,Adil.Wegerle@cloudoperations.com,Welcome6603,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Zhenhua.Rothe,Zhenhua,Rothe,Zhenhua Rothe,BulkUsers,Zhenhua.Rothe@cloudoperations.com,Welcome6604,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Anestis.Taneja,Anestis,Taneja,Anestis Taneja,BulkUsers,Anestis.Taneja@cloudoperations.com,Welcome6605,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Eirik.Erev,Eirik,Erev,Eirik Erev,BulkUsers,Eirik.Erev@cloudoperations.com,Welcome6606,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Vishwani.Honglei,Vishwani,Honglei,Vishwani Honglei,BulkUsers,Vishwani.Honglei@cloudoperations.com,Welcome6607,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Boguslaw.Greibach,Boguslaw,Greibach,Boguslaw Greibach,BulkUsers,Boguslaw.Greibach@cloudoperations.com,Welcome6608,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Boriana.Ventosa,Boriana,Ventosa,Boriana Ventosa,BulkUsers,Boriana.Ventosa@cloudoperations.com,Welcome6609,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Geoffry.Holburn,Geoffry,Holburn,Geoffry Holburn,BulkUsers,Geoffry.Holburn@cloudoperations.com,Welcome6610,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Yucai.Litzler,Yucai,Litzler,Yucai Litzler,BulkUsers,Yucai.Litzler@cloudoperations.com,Welcome6611,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Zhenhua.Rullman,Zhenhua,Rullman,Zhenhua Rullman,BulkUsers,Zhenhua.Rullman@cloudoperations.com,Welcome6612,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Dines.Oxenboll,Dines,Oxenboll,Dines Oxenboll,BulkUsers,Dines.Oxenboll@cloudoperations.com,Welcome6613,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Baruch.Ghazalie,Baruch,Ghazalie,Baruch Ghazalie,BulkUsers,Baruch.Ghazalie@cloudoperations.com,Welcome6614,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Babette.Jayawardene,Babette,Jayawardene,Babette Jayawardene,BulkUsers,Babette.Jayawardene@cloudoperations.com,Welcome6615,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Danai.Staelin,Danai,Staelin,Danai Staelin,BulkUsers,Danai.Staelin@cloudoperations.com,Welcome6616,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Aluzio.Noriega,Aluzio,Noriega,Aluzio Noriega,BulkUsers,Aluzio.Noriega@cloudoperations.com,Welcome6617,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Sadun.Hebert,Sadun,Hebert,Sadun Hebert,BulkUsers,Sadun.Hebert@cloudoperations.com,Welcome6618,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Arvind.Boguraev,Arvind,Boguraev,Arvind Boguraev,BulkUsers,Arvind.Boguraev@cloudoperations.com,Welcome6619,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Arco.Basagni,Arco,Basagni,Arco Basagni,BulkUsers,Arco.Basagni@cloudoperations.com,Welcome6620,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
